slug,token_bought,entry_price,fee,cost,payout,pnl,winner,won,imbalance,spread,mid_price
btc-updown-5m-1772221200,Down,0.52,0.00017979826176,0.52017979826176,1.0,4.7982020173824,Down,True,-0.5450100461213692,0.020000000000000018,0.48999999999999994
btc-updown-5m-1772222700,Down,0.5420833333333334,0.0001853804999626309,0.542268713833296,0.0,-5.42268713833296,Up,False,-0.714210486515927,0.03416666666666666,0.47291666666666665
btc-updown-5m-1772231700,Down,0.48447368421052633,0.0001677278721990605,0.4846414120827254,0.0,-4.846414120827253,Up,False,-0.4052563663765756,0.044599999999999994,0.5533
btc-updown-5m-1772247300,Down,0.52,0.00017979826176,0.52017979826176,1.0,4.7982020173824,Down,True,-0.49983259794460133,0.020000000000000018,0.49000000000000005
btc-updown-5m-1772252100,Up,0.52,0.00017979826176,0.52017979826176,0.0,-5.2017979826176,Down,False,0.40261437128693434,0.020000000000000018,0.51
btc-updown-5m-1772272800,Up,0.54,0.00018492257232000006,0.54018492257232,0.0,-5.4018492257232,Down,False,0.824992442026411,0.020000000000000018,0.53
btc-updown-5m-1772277000,Down,0.52,0.00017979826176,0.52017979826176,0.0,-5.2017979826176,Up,False,-0.5010330909012816,0.020000000000000018,0.49
btc-updown-5m-1772281500,Down,0.52,0.00017979826176,0.52017979826176,1.0,4.7982020173824,Down,True,-0.4688549648462911,0.020000000000000018,0.49
btc-updown-5m-1772289600,Down,0.5588000000000001,0.00018850947459661058,0.5589885094745967,1.0,4.410114905254034,Down,True,-0.5487055574351095,0.020454545454545472,0.4502272727272727
btc-updown-5m-1772292600,Down,0.61,0.00019160714605500001,0.610191607146055,0.0,-6.1019160714605505,Up,False,-0.6853255478401141,0.08742857142857142,0.4337142857142857
btc-updown-5m-1772309400,Up,0.542,0.0001853624660927376,0.5421853624660927,1.0,4.578146375339073,Up,True,0.7086136077070433,0.028000000000000025,0.528
btc-updown-5m-1772312700,Up,0.57,0.00019004413063500002,0.5701900441306349,0.0,-5.701900441306349,Down,False,0.4531178188899708,0.029999999999999916,0.5549999999999999
btc-updown-5m-1772313300,Down,0.52,0.00017979826176,0.52017979826176,1.0,4.7982020173824,Down,True,-0.9319763298224734,0.020000000000000018,0.49
btc-updown-5m-1772319300,Up,0.52,0.00017979826176,0.52017979826176,0.0,-5.2017979826176,Down,False,0.7111411094695136,0.020000000000000018,0.51
